city_id,city,country,date,latitude,longitude,temperature,max temperature,humidity,cloudiness,wind speed
246,Kruisfontein,ZA,1609612925,-34.0,24.73,69.01,69.01,77,2,5.99
247,Alabaster,US,1609612926,33.24,-86.82,56.43,59.0,62,90,5.82
248,Novaya Igirma,RU,1609612927,57.13,103.91,-21.28,-21.28,86,99,4.38
249,Okhotsk,RU,1609612928,59.38,143.3,-18.63,-18.63,76,50,19.82
250,Novosheshminsk,RU,1609612929,55.07,51.23,13.77,13.77,95,100,13.15
251,Havøysund,NO,1609612931,71.0,24.66,26.6,26.6,86,75,5.82
252,Batangafo,CF,1609612932,7.3,18.28,81.03,81.03,21,100,3.51
253,Shenjiamen,CN,1609612841,29.96,122.3,48.7,48.7,62,61,9.53
254,Pindobaçu,BR,1609612934,-10.74,-40.36,92.59,92.59,32,100,6.22
255,Champasak,LA,1609612935,14.75,106.0,63.88,63.88,80,0,0.54
256,Nemuro,JP,1609612937,43.32,145.57,20.97,20.97,81,0,16.55
257,Petropavlovsk-Kamchatskiy,RU,1609612938,53.05,158.65,-2.2,-2.2,77,29,4.47
258,Baykit,RU,1609612939,61.67,96.37,-12.62,-12.62,84,100,5.66
259,Bathsheba,BB,1609612940,13.22,-59.52,82.4,82.4,58,20,26.4
260,Diapaga,BF,1609612941,12.07,1.79,82.85,82.85,15,0,3.18
261,Marawi,PH,1609612944,8.0,124.29,75.0,75.0,93,100,1.99
262,Erzin,TR,1609612945,36.96,36.2,60.01,60.01,61,1,7.0
263,Camargo,MX,1609612946,27.67,-105.17,51.44,51.44,42,0,2.17
264,Sinnamary,GF,1609612947,5.38,-52.95,79.39,79.39,85,100,12.21
265,Qaanaaq,GL,1609612801,77.48,-69.36,-1.52,-1.52,77,0,5.86
266,Pangody,RU,1609612951,65.85,74.49,-30.24,-30.24,81,0,9.62
267,Ugoofaaru,MV,1609612952,5.67,73.0,81.73,81.73,78,100,12.73
268,Saint-Pierre,RE,1609612953,-21.34,55.48,72.88,77.0,69,0,19.46
269,Malbork,PL,1609612954,54.04,19.03,30.31,30.99,100,100,3.02
270,Richards Bay,ZA,1609612956,-28.78,32.04,68.18,68.18,80,98,3.58
271,Mandiana,GN,1609612957,10.63,-8.68,84.16,84.16,21,0,3.78
272,Östersund,SE,1609612805,63.18,14.64,26.6,26.6,92,27,8.05
273,Lata,PT,1609612773,40.16,-8.33,43.27,46.99,82,0,1.01
274,Daru,PG,1609612960,-9.08,143.21,78.4,78.4,83,66,4.45
275,Vila do Maio,CV,1609612962,15.13,-23.22,78.8,78.8,61,20,17.22
276,Touros,BR,1609612963,-5.2,-35.46,87.8,87.8,58,40,16.11
277,Broome,US,1609612964,42.25,-75.83,33.55,36.0,91,90,16.11
278,Bambous Virieux,MU,1609612965,-20.34,57.76,77.0,77.0,69,20,13.87
279,Karaton,ID,1609612966,-6.34,106.1,79.38,82.99,78,40,10.29
280,Shubarkuduk,KZ,1609612968,49.14,56.49,8.69,8.69,92,100,14.36
281,Inuvik,CA,1609612969,68.35,-133.72,-11.2,-11.2,76,100,10.29
282,Atikokan,CA,1609612970,48.76,-91.62,27.77,27.77,98,34,6.42
283,Preobrazheniye,RU,1609612971,42.9,133.91,3.38,3.38,80,0,10.36
284,Mareeba,AU,1609612972,-17.0,145.43,76.48,77.0,94,40,2.24
285,Mehamn,NO,1609612975,71.04,27.85,26.29,26.29,96,96,6.46
286,Borgarnes,IS,1609612976,64.54,-21.92,41.65,42.8,87,90,6.93
287,Kiryat Gat,IL,1609612724,31.61,34.76,58.68,61.0,85,67,3.24
288,Vao,NC,1609612978,-22.67,167.48,77.56,77.56,86,100,8.86
289,Skjervøy,NO,1609612979,70.03,20.97,34.54,34.54,87,95,12.39
290,Port-Gentil,GA,1609612981,-0.72,8.78,80.6,80.6,88,20,3.36
291,Matadi,CD,1609612982,-5.82,13.45,78.17,78.17,86,100,4.79
292,Aswān,EG,1609612983,24.09,32.91,66.33,66.33,30,0,7.72
293,Avera,US,1609612984,33.19,-82.53,62.55,64.4,87,40,5.82
294,Pokhara,NP,1609612894,28.23,83.98,54.19,54.19,38,1,3.4
295,Lebu,CL,1609612987,-37.62,-73.65,62.6,62.6,67,0,15.03
296,Camacha,PT,1609612988,33.08,-16.33,59.0,59.0,67,75,11.41
297,Husavik,IS,1609612989,66.04,-17.34,44.6,44.6,79,40,13.87
298,Marzuq,YE,1609612990,14.4,46.47,63.03,63.03,54,32,0.94
299,Maningrida,AU,1609612992,-12.07,134.27,81.61,81.61,80,100,8.66
300,Vilnius,LT,1609612993,54.69,25.28,30.43,30.99,100,90,5.82
301,Chardara,KZ,1609612994,41.25,67.97,30.18,30.18,82,0,6.29
302,Tamandaré,BR,1609612995,-8.76,-35.1,82.04,82.04,68,0,10.33
303,Haines Junction,CA,1609612996,60.75,-137.51,-3.23,-3.23,87,97,1.07
304,Roebourne,AU,1609612998,-20.78,117.13,87.49,87.49,57,51,15.39
305,Phan Thiet,VN,1609612999,10.93,108.1,72.43,72.43,82,53,6.33
306,Namatanai,PG,1609613000,-3.67,152.43,79.12,79.12,77,97,3.89
307,Poso,ID,1609613002,-1.4,120.75,76.48,76.48,84,100,3.71
308,Grants Pass,US,1609612752,42.44,-123.33,41.4,43.0,93,90,2.64
309,Flinders,AU,1609613005,-34.58,150.86,66.58,66.99,96,100,1.99
310,Canto do Buriti,BR,1609613006,-8.11,-42.94,91.08,91.08,43,100,5.14
311,Cururupu,BR,1609613008,-1.83,-44.87,85.91,85.91,62,89,7.87
312,Soyo,AO,1609613009,-6.13,12.37,79.09,79.09,88,29,8.86
313,Narasannapeta,IN,1609613011,18.42,84.05,65.61,65.61,70,90,5.39
314,Santa Fe,AR,1609613012,-31.63,-60.7,97.02,99.0,22,0,4.0
315,Alyangula,AU,1609613013,-13.85,136.42,80.6,80.6,88,75,10.29
316,Vaitape,PF,1609613014,-16.52,-151.75,81.09,81.09,75,3,17.4
317,Orsha,BY,1609613015,54.52,30.41,30.15,30.15,98,37,6.24
318,Rio Grande,BR,1609612985,-32.03,-52.1,76.86,78.8,54,75,14.99
319,Puerto Suárez,BO,1609613018,-18.95,-57.8,78.8,78.8,83,75,17.22
320,Necochea,AR,1609613019,-38.55,-58.74,89.89,89.89,23,0,11.77
321,Novyy Urgal,RU,1609613020,51.07,132.56,-27.8,-27.8,84,100,1.59
322,Koster,ZA,1609613022,-25.86,26.9,61.47,61.47,74,100,10.36
323,Port Augusta,AU,1609613023,-32.5,137.77,58.46,62.6,77,75,8.05
324,Koudougou,BF,1609613024,12.25,-2.37,83.89,83.89,15,0,6.04
325,Pangnirtung,CA,1609613025,66.15,-65.71,-7.6,-7.6,76,75,3.36
326,Kozhva,RU,1609613026,65.11,57.05,-6.56,-6.56,89,0,6.98
327,Huanren,CN,1609613028,41.26,125.37,4.51,4.51,74,0,0.54
328,Srednekolymsk,RU,1609613029,67.45,153.68,-25.64,-25.64,85,100,6.11
329,Honiara,SB,1609613030,-9.43,159.95,75.2,75.2,94,20,2.24
330,Morehead,US,1609613031,37.27,-87.18,39.51,39.99,80,90,2.1
331,Bonnyville,CA,1609613032,54.27,-110.73,19.38,21.2,85,20,3.36
332,Tongzi,CN,1609613035,28.78,105.09,44.64,44.64,77,99,2.66
333,Bereda,ES,1609613036,43.27,-7.54,36.97,37.99,100,23,1.5
334,Tiksi,RU,1609613037,71.69,128.87,-21.57,-21.57,88,100,5.61
335,Benavente,ES,1609613038,42.0,-5.68,30.2,30.2,80,20,3.36
336,Kukurečani,MK,1609613039,41.1,21.33,47.01,48.99,61,40,6.93
337,Djibo,BF,1609613042,14.1,-1.63,76.62,76.62,20,0,1.99
338,Ponta Delgada,PT,1609613043,37.73,-25.67,59.0,59.0,82,75,23.04
339,Nome,US,1609613044,64.5,-165.41,8.6,8.6,78,1,6.31
340,Inta,RU,1609613046,66.03,60.17,-10.39,-10.39,83,0,0.16
341,Calbuco,CL,1609612992,-41.77,-73.13,71.6,71.6,49,0,12.75
342,Boden,SE,1609613048,65.83,21.69,15.8,15.8,92,90,5.82
343,Koumac,NC,1609613049,-20.57,164.28,79.25,79.25,84,100,9.06
344,Reconquista,AR,1609612811,-29.15,-59.65,95.77,95.77,19,0,11.23
345,Bariloche,AR,1609612889,-41.15,-71.31,84.96,87.01,7,0,12.75
346,Codrington,AU,1609613053,-38.27,141.97,59.7,59.7,96,100,9.95
347,Ilo,PE,1609613054,-17.64,-71.34,75.2,75.2,78,0,9.17
348,Wokha,IN,1609612869,26.1,94.27,40.75,40.75,100,100,3.42
349,Poum,NC,1609613056,-20.23,164.02,81.07,81.07,81,100,16.53
350,Nuuk,GL,1609612890,64.18,-51.72,24.39,24.8,92,75,4.7
351,‘Ewa Beach,US,1609612826,21.32,-158.01,73.02,75.2,69,1,3.36
352,Farah,AF,1609613060,32.5,62.5,35.56,35.56,65,0,1.74
353,Concepción del Uruguay,AR,1609613061,-32.48,-58.24,94.6,95.0,25,0,1.99
354,Neringa,LT,1609613062,55.37,21.06,32.32,33.8,81,75,6.71
355,Oddur,SO,1609613063,4.12,43.89,78.06,78.06,28,96,12.82
356,Pringsewu,ID,1609613065,-5.36,104.97,74.25,74.25,90,100,0.98
357,Nelson Bay,AU,1609613067,-32.72,152.15,67.91,69.01,94,75,10.29
358,Mobaye,CF,1609613068,4.32,21.18,78.33,78.33,51,97,3.42
359,Pitimbu,BR,1609613071,-7.47,-34.81,86.0,86.0,66,20,12.75
360,Kita,ML,1609613072,13.03,-9.49,85.17,85.17,19,0,2.98
361,Oranjemund,NA,1609613073,-28.55,16.43,81.1,81.1,52,93,12.06
362,Héricourt,FR,1609613074,47.57,6.76,32.31,33.8,80,90,8.05
363,Jiazi,CN,1609613075,22.88,116.07,51.39,51.39,78,58,13.06
364,Sungai Penuh,ID,1609612985,-2.08,101.38,64.47,64.47,93,100,2.95
365,Labuan,MY,1609613078,5.28,115.24,80.29,80.6,88,20,4.7
366,Tommot,RU,1609613079,58.96,126.29,-19.75,-19.75,83,100,8.32
367,Kilindoni,TZ,1609613080,-7.91,39.67,81.61,81.61,76,84,8.21
368,Smithers,CA,1609613081,54.78,-127.17,33.8,33.8,95,40,4.7
369,Luorong,CN,1609613083,24.41,109.61,47.25,47.25,53,0,4.97
370,Christchurch,NZ,1609612977,-43.53,172.63,58.06,60.01,100,100,5.82
371,Sri Aman,MY,1609613085,1.24,111.46,75.11,75.2,94,100,1.12
372,Llangefni,GB,1609613086,53.26,-4.31,34.16,35.6,84,56,9.17
373,Belyy Yar,RU,1609613087,53.6,91.39,-18.4,-18.4,75,40,2.53
374,Thunder Bay,CA,1609612846,48.4,-89.32,23.61,25.0,92,75,4.9
375,Nantucket,US,1609613090,41.28,-70.1,47.64,48.2,81,90,21.92
376,Tataouine,TN,1609612976,32.93,10.45,51.8,51.8,34,0,3.36
377,Finschhafen,PG,1609613093,-6.6,147.87,79.93,79.93,76,100,5.03
378,Guerrero Negro,MX,1609613094,27.98,-114.06,67.01,67.01,27,0,4.68
379,Prokhorovka,RU,1609613097,51.04,36.73,33.8,33.8,86,75,4.47
380,Murree,PK,1609613049,33.91,73.39,48.06,48.2,45,0,6.93
381,Caronport,CA,1609613099,50.45,-105.82,39.2,39.2,69,100,21.92
382,Amuntai,ID,1609613100,-2.42,115.25,75.36,75.36,92,84,1.57
383,Tourlaville,FR,1609613102,49.64,-1.57,41.18,43.0,69,75,5.82
384,Maniitsoq,GL,1609613103,65.42,-52.9,23.04,23.04,87,100,2.28
385,Shiyan,CN,1609613104,32.65,110.78,36.55,36.55,81,66,2.04
386,Sisimiut,GL,1609613105,66.94,-53.67,15.12,15.12,90,95,6.78
387,Morozovsk,RU,1609613107,48.35,41.83,35.06,35.06,93,93,6.55
388,Krasne,UA,1609613108,49.91,24.61,33.4,33.8,86,0,4.47
389,Talaya,RU,1609613109,61.38,152.75,-20.25,-20.25,84,100,7.4
390,Polonnaruwa,LK,1609613111,7.93,81.0,74.62,74.62,94,21,2.19
391,Saldanha,ZA,1609613112,-33.01,17.94,82.4,82.4,34,0,10.29
392,Mossamedes,AO,1609613114,-15.2,12.15,71.91,71.91,76,94,6.4
393,Peñarroya-Pueblonuevo,ES,1609613115,38.3,-5.27,39.04,42.8,88,20,5.82
394,Farafangana,MG,1609613116,-22.82,47.83,76.55,76.55,85,24,8.12
395,Warrenton,ZA,1609613118,-28.11,24.85,61.29,61.29,85,100,18.34
396,Saint Anthony,US,1609613119,45.02,-93.22,19.94,24.01,92,90,4.27
397,Moyo,UG,1609613120,3.66,31.72,75.06,75.06,53,23,2.8
398,Comodoro Rivadavia,AR,1609613121,-45.87,-67.5,89.6,89.6,29,40,23.04
399,Mocajuba,BR,1609613122,-2.58,-49.51,89.37,89.37,57,75,3.49
400,Kapit,MY,1609613124,2.02,112.93,75.0,75.0,94,100,0.38
401,Gravdal,NO,1609613125,68.12,13.5,35.6,35.6,93,75,4.7
402,Antalaha,MG,1609612884,-14.9,50.28,76.28,76.28,87,98,9.1
403,Chyorny Yar,RU,1609613127,48.06,46.11,32.54,32.54,96,98,6.55
404,San Marcos,US,1609612880,33.14,-117.17,60.91,63.0,30,1,4.7
405,Moose Factory,CA,1609613130,51.26,-80.61,21.2,21.2,85,90,8.05
406,Along,IN,1609613131,28.17,94.77,47.73,47.73,53,65,1.9
407,Coahuayana Viejo,MX,1609613132,18.73,-103.68,77.0,77.0,36,5,6.38
408,Anadyr,RU,1609613134,64.75,177.48,14.0,14.0,78,75,20.13
409,Leshukonskoye,RU,1609613135,64.9,45.76,12.16,12.16,95,100,8.99
410,Lagoa,PT,1609613136,39.05,-27.98,59.32,59.32,89,100,34.4
411,Zyryanka,RU,1609613137,65.75,150.85,-24.97,-24.97,85,100,13.6
412,Alice Town,BS,1609613139,25.72,-79.3,74.8,74.8,74,100,15.61
413,Inhambane,MZ,1609613141,-23.86,35.38,77.0,77.0,83,75,2.24
414,Meadow Lake,US,1609613115,34.8,-106.54,40.51,43.0,34,40,5.82
415,Camacupa,AO,1609613143,-12.02,17.48,62.51,62.51,95,90,5.35
416,Minna,NG,1609613145,9.61,6.56,84.88,84.88,22,0,2.86
417,Omboué,GA,1609613146,-1.57,9.26,77.99,77.99,85,100,7.07
418,Hamilton,US,1609613147,39.18,-84.53,38.05,39.2,80,90,4.7
419,Severodvinsk,RU,1609613149,64.56,39.83,24.8,24.8,92,90,8.95
420,Steinbach am Taunus,DE,1609613151,50.17,8.57,36.79,37.4,69,75,6.93
421,La Ronge,CA,1609613152,55.1,-105.28,17.6,17.6,92,100,5.82
422,Kysyl-Syr,RU,1609613153,63.9,122.76,-18.0,-18.0,87,100,5.03
423,Pemangkat,ID,1609613154,1.17,108.97,77.07,77.07,89,100,1.81
424,Tessalit,ML,1609613155,20.2,1.01,66.54,66.54,24,0,3.74
425,Vostok,RU,1609613157,46.49,135.88,-16.74,-16.74,90,100,4.38
426,Kuril'sk,RU,1609613158,45.23,147.88,19.8,19.8,90,99,19.13
427,Los Angeles,US,1609612744,34.05,-118.24,59.76,63.0,47,20,3.36
428,Ponta do Sol,PT,1609613161,32.67,-17.1,55.56,60.8,59,75,8.05
429,Samarai,PG,1609613163,-10.62,150.67,82.58,82.58,80,100,9.82
430,Semenivka,UA,1609613164,52.18,32.58,31.78,31.78,98,22,7.83
431,Arroio Grande,BR,1609613165,-32.24,-53.09,77.47,77.47,47,0,12.55
432,St. George's,GD,1609613166,12.06,-61.75,84.2,84.2,62,20,21.92
433,Xining,CN,1609613167,36.62,101.77,9.25,9.25,76,0,1.7
434,Kutum,SD,1609613169,14.2,24.67,64.11,64.11,25,81,6.76
435,Tres Picos,MX,1609613170,15.87,-93.53,89.31,89.31,43,100,4.61
436,Allāpalli,IN,1609613171,19.42,80.07,64.33,64.33,67,67,1.88
437,Río Gallegos,AR,1609613172,-51.62,-69.22,73.4,73.4,17,40,34.45
438,Abu Dhabi,AE,1609613104,24.47,54.37,69.03,69.8,68,0,4.7
439,Springbok,ZA,1609613175,-29.66,17.89,72.77,72.77,66,95,24.81
440,Kalmunai,LK,1609613176,7.42,81.82,78.85,78.85,86,23,8.1
441,Liberal,US,1609613040,37.04,-100.92,44.6,44.6,45,1,10.29
442,Meulaboh,ID,1609613178,4.14,96.13,77.09,77.09,84,100,4.25
443,Nizwá,OM,1609613179,22.93,57.53,58.42,58.42,38,0,4.16
444,Qian’an,CN,1609613181,44.99,124.06,-10.71,-10.71,81,0,4.72
445,Ilirska Bistrica,SI,1609613182,45.57,14.24,36.09,37.99,90,100,6.58
446,Espinosa,BR,1609613183,-14.93,-42.82,88.61,88.61,38,66,4.65
447,Rome,US,1609613128,43.21,-75.46,31.44,32.0,93,90,18.34
448,Esso,RU,1609613186,55.93,158.7,0.18,0.18,85,100,6.76
449,Yeniseysk,RU,1609613187,58.45,92.17,-19.8,-19.8,86,100,6.93
450,San Quintín,MX,1609613188,30.48,-115.95,64.51,64.51,30,0,6.53
451,Cabo San Lucas,MX,1609612942,22.89,-109.91,69.31,70.0,43,5,3.36
452,Māngrol,IN,1609612980,21.12,70.12,62.96,62.96,41,0,12.97
453,Mae Ramat,TH,1609613192,16.98,98.52,60.28,60.28,76,88,1.72
454,Prado,BR,1609613193,-17.34,-39.22,79.75,79.75,76,100,12.17
455,Seoul,KR,1609613101,37.57,126.98,17.76,19.4,44,1,4.27
456,Raub,MY,1609613195,3.79,101.86,72.59,72.59,90,100,0.81
457,Saint-Leu,RE,1609613196,-21.15,55.28,71.65,77.0,69,0,19.46
458,Pontes e Lacerda,BR,1609613198,-15.23,-59.34,93.69,93.69,43,20,2.42
459,Kharp,RU,1609613200,66.8,65.81,-27.54,-27.54,84,100,5.77
460,Port Lincoln,AU,1609613201,-34.73,135.87,61.43,61.43,86,99,14.16
461,Santiago,CL,1609613009,-33.46,-70.65,84.31,88.0,34,20,6.93
462,Henties Bay,NA,1609613204,-22.12,14.28,63.0,63.0,93,100,11.65
463,Caravelas,BR,1609613205,-17.71,-39.25,79.61,79.61,77,100,9.42
464,Sabancuy,MX,1609613206,18.97,-91.18,78.21,78.21,84,87,6.4
465,Porbandar,IN,1609613074,21.64,69.61,63.05,63.05,38,0,10.16
466,Jimo,CN,1609613210,36.39,120.46,31.21,36.0,86,100,2.24
467,Hambantota,LK,1609613211,6.12,81.12,77.0,77.0,100,20,6.93
468,Jimeta,NG,1609613212,9.28,12.47,86.0,86.0,19,0,3.11
469,Vysokogornyy,RU,1609613213,50.12,139.15,-22.14,-22.14,85,100,3.67
